PokerStars Tournament #3339171319, No Limit Hold'em
  6388: slave 66 (Germany), 
  6389: Fonbetcik (Russia), 
  6390: Baerchen1111 (Germany), 
  6391: Intarmon (Latvia), 
  6392: RODION745 (Russia), 
  6393: Noremac37 (Canada), 
  6394: florian60550 (Belgium), 
  6395: GullyBird19 [3] (Canada), 
  6396: Zmey $AAA$ (Russia), 
  6397: abcmichal (Poland), 
  6398: Armand2107 (Romania), 
  6399: Run4QuickII (Germany), 
  6400: Dietrovitchi (Belgium), 
  6401: kaifat555 (Belarus), 
  6402: 7LikeABoss (Belarus), 
  6403: carlos_ciupa [2] (Romania), 
  6404: 1blood_red1 (United Kingdom), 
  6405: valeri9999 (Bulgaria), 
  6406: Alandgren (Brazil), 
  6407: fabio011274 (Brazil), 
  6408: Angler999 (Germany), 
  6409: ebanat133 (Russia), 
  6410: aldoh4688 (United Kingdom), 
  6411: 3027302 [2] (Belarus), 
  6412: Phisch90 (Germany), 
  6413: cravincards (Canada), 
  6414: Anush0202 (Armenia), 
  6415: gmanik (United Kingdom), 
  6416: top4eto860 [2] (Bulgaria), 
  6417: Matze.Z.80 (Germany), 
  6418: Tokyo2020 (Ukraine), 
  6419: macflouch (Belgium), 
  6420: BIGODE9696 (Brazil), 
  6421: Antigo23 (Mongolia), 
  6422: PokerstarsNTB (Slovenia), 
  6423: jay23bird (Canada), 
  6424: Serge Bouch (Canada), 
  6425: Fartovyj9 (Ukraine), 
  6426: Rom4c}{K4 (Russia), 
  6427: MVP.W (Russia), 
  6428: Towan_ZVER [2] (Russia), 
  6429: fisshh2o (United Kingdom), 
  6430: ChrisLasme (Greece), 
  6431: leatherC (Canada), 
  6432: msin711 [2] (Greece), 
  6433: RejtyXD (Czech Republic), 
  6434: ivanko7386 (Russia), 
  6435: Czsolt66 [2] (Hungary), 
  6436: JavaJim404 (Germany), 
  6437: Pmassing [3] (Brazil), 
  6438: Alex Kapunov (Moldova), 
  6439: NEDEC1971 [2] (Romania), 
  6440: Rave&Scat (Germany), 
  6441: sfolover (Germany), 
  6442: kporter2001 (Canada), 
  6443: arbuuzik (Russia), 
  6444: jäckpôt (Slovakia), 
  6445: niniksruslans (United Kingdom), 
  6446: Olivia123415 [2] (Ireland), 
  6447: TheHock777 (Germany), 
  6448: She's My Sin (Czech Republic), 
  6449: 33palmer (United Kingdom), 
  6450: flybri1963 (United Kingdom), 
  6451: Falcaoctes (Argentina), 
  6452: RastaRebel822 (Germany), 
  6453: Lucky-Roux777 [2] (Switzerland), 
  6454: tumtchoute [2] (Belgium), 
  6455: tinotinoace (United Kingdom), 
  6456: Doofi501 (New Zealand), 
  6457: maxriisgard (Denmark), 
  6458: lolostars_13 (Greece), 
  6459: Widder1469 (Germany), 
  6460: rubsann (Belarus), 
  6461: kingofpoker_ar (Brazil), 
  6462: allenameweg [3] (Germany), 
  6463: Alibababob (Germany), 
  6464: jo/ke13r81 (Greece), 
  6465: emi_nico09 (Argentina), 
  6466: klafimir (Finland), 
  6467: Tischler850 (Germany), 
  6468: Dahl938 (Germany), 
  6469: iluha0201 (Russia), 
  6470: TTime1988 (Germany), 
  6471: YahinaMashina [2] (Russia), 
  6472: Quanto90 [2] (Ukraine), 
  6473: cuche90 (Paraguay), 
  6474: stashevskii (Moldova), 
  6475: yxTU (Ukraine), 
  6476: Pidösel (Germany), 
  6477: shoorik12 (Ukraine), 
  6478: FrostyNutSak [3] (Canada), 
  6479: steven7543 [2] (Belgium), 
  6480: litlle_zhuk [2] (Russia), 
  6481: Alexeyq908 (Ukraine), 
  6482: InsidiasI (Lithuania), 
  6483: RonyPeters [3] (Brazil), 
  6484: eudes1910 [2] (Brazil), 
  6485: Gunja199 (Germany), 
  6486: poseidon410 [2] (Ukraine), 
  6487: Yanagmc (Brazil), 
  6488: Vyatka-river (Russia), 
  6489: wasted84skin (Ireland), 
  6490: Schastlivaya225 (Uzbekistan), 
  6491: topmaala (Estonia), 
  6492: GettAArtur (Russia), 
  6493: dido9944547 (Bulgaria), 
  6494: viwaldi2 (Ireland), 
  6495: orlovi (Canada), 
  6496: Bockemon [2] (Estonia), 
  6497: Adam B W [2] (Poland), 
  6498: MSoliva (Andorra), 
  6499: petrov94 (Germany), 
  6500: Jogi1111 (Germany), 
  6501: Perrynko27 (Slovakia), 
  6502: DANEE P666 [2] (Romania), 
  6503: katrina77777 (Russia), 
  6504: DomD06 (Austria), 
  6505: Icaropizzotti (Brazil), 
  6506: CMESSAA (Brazil), 
  6507: foolme2 (Canada), 
  6508: kekepreta [2] (Brazil), 
  6509: SwissGus (Switzerland), 
  6510: lb05119 (Croatia), 
  6511: beneb78 (Hungary), 
  6512: Luc230866 (Belgium), 
  6513: Andolinii10 (Ireland), 
  6514: OvTE (Russia), 
  6515: pedro abner21 (Brazil), 
  6516: mattps66 (United Kingdom), 
  6517: OMGAAAA (Russia), 
  6518: WildYinYang (United Kingdom), 
  6519: spokipoker (Russia), 
  6520: jamo8500 (United Kingdom), 
  6521: jamesconn1 [2] (United Kingdom), 
  6522: NittyLiving (Canada), 
  6523: pochabel79 (Slovakia), 
  6524: Adelar2015 (Brazil), 
  6525: Curimputit (Romania), 
  6526: Devilroot (Ukraine), 
  6527: SL6688 [2] (Austria), 
  6528: Troch72 (Argentina), 
  6529: victortalpa1992 [2] (Moldova), 
  6530: Banjoboy999 (United Kingdom), 
  6531: bball4141 (United Kingdom), 
  6532: jilluna1415 [2] (Austria), 
  6533: DuncThePunk22 (United Kingdom), 
  6534: lewanbosky (Mexico), 
  6535: Daminoooooo (Russia), 
  6536: Garov82 (Bulgaria), 
  6537: dimarik434 (Russia), 
  6538: Hnklyn [2] (Argentina), 
  6539: pela36831 (Argentina), 
  6540: Madic Cadim (Mexico), 
  6541: RmN_Be [2] (Belgium), 
  6542: senna54 (Brazil), 
  6543: bobo485 (Mexico), 
  6544: P.Istvan82 (Germany), 
  6545: thiagowolf18 (Brazil), 
  6546: DankfrankL2 [3] (United Kingdom), 
  6547: boboil_Sumy (Ukraine), 
  6548: katshinta1 (Canada), 
  6549: khloe13 (Ukraine), 
  6550: rimula11 (Croatia), 
  6551: DoomAE [2] (Czech Republic), 
  6552: Jurj86 [3] (Russia), 
  6553: Diamond Kos (Ukraine), 
  6554: Cayetana999 (Romania), 
  6555: MaTpacuk (Russia), 
  6556: U_U..Gamlet (Kazakhstan), 
  6557: porkas2014 (Greece), 
  6558: theanswer307 (Germany), 
  6559: Azzie174 (Russia), 
  6560: Der Angler (Germany), 
  6561: Claudia130388B (Germany), 
  6562: Rusya139 (Ukraine), 
  6563: HeroPokersme (Canada), 
  6564: zapah_Kolbaski (Ukraine), 
  6565: ordojohn (Uruguay), 
  6566: olddrum71kg [2] (Germany), 
  6567: Yao43 (Russia), 
  6568: AlexNorsk [3] (Norway), 
  6569: Urh93 (Slovenia), 
  6570: Anka979 (Russia), 
  6571: macprespa (Canada), 
  6572: MrHeineken420 (Bulgaria), 
  6573: BeanoB [3] (Canada), 
  6574: harakas9966 (Finland), 
  6575: NO MERCY289 (Canada), 
  6576: leifen79 (Norway), 
  6577: Chas6365 (Canada), 
  6578: Olegin13 (Russia), 
  6579: Kakaio (Brazil), 
  6580: gambler20211 [2] (Canada), 
  6581: XYCaprice17 (Germany), 
  6582: porkroast2 (Canada), 
  6583: idaugnix (Germany), 
  6584: GullyBird19 [2] (Canada), 
  6585: WareFan94 (Canada), 
  6586: lbautista91 (Peru), 
  6587: luizfsantana (Brazil), 
  6588: bubalou999 (Canada), 
  6589: Anybious (Ukraine), 
  6590: zabavn1y [2] (Russia), 
  6591: Jarola (Brazil), 
  6592: GazAK (United Kingdom), 
  6593: auras1010 (Romania), 
  6594: Hill16Ian (Ireland), 
  6595: Gowheredude (Denmark), 
  6596: Larziodk [3] (Denmark), 
  6597: rockycatcool (Canada), 
  6598: allenameweg [2] (Germany), 
  6599: Villichka (Russia), 
  6600: BUCKMASTR (Canada), 
  6601: russell_stuart1 (United Kingdom), 
  6602: AMululo (Brazil), 
  6603: ToToDoo007 (Russia), 
  6604: Ferminho10 [2] (Germany), 
  6605: RonyPeters [2] (Brazil), 
  6606: TOMAZI1977 (United Kingdom), 
  6607: Ganzoo1234 [2] (Mongolia), 
  6608: smilypokeher (Ireland), 
  6609: TieTereh (Russia), 
  6610: patzz17 (Poland), 
  6611: DiogoPokerSLP (Brazil), 
  6612: TASOS 161983 (Greece), 
  6613: Robi0602 (Hungary), 
  6614: Subademon (Russia), 
  6615: tzontzon1 [2] (Greece), 
  6616: dedewood (Brazil), 
  6617: SKIA.13 [2] (Greece), 
  6618: paty6488 (Poland), 
  6619: kenwood884 (Brazil), 
  6620: uJarka (Poland), 
  6621: jpls13 (Brazil), 
  6622: maxmels (Belarus), 
  6623: Yuri Girão (Brazil), 
  6624: pookerface64 (Germany), 
  6625: HelloEzie (Ukraine), 
  6626: CHECKING4 (Ukraine), 
  6627: scheinka (Argentina), 
  6628: KKAA 0703 (Russia), 
  6629: Koaff (Russia), 
  6630: Yavnoneslabyi (Russia), 
  6631: Yoshimoto861 (Brazil), 
  6632: sylvanooo [2] (Switzerland), 
  6633: cowboypops (Canada), 
  6634: ralf14_1 (Germany), 
  6635: supersevens [3] (Canada), 
  6636: mikl664 (Russia), 
  6637: LibMac (Czech Republic), 
  6638: Infantom (Russia), 
  6639: blakers91 (United Kingdom), 
  6640: csenteri (Romania), 
  6641: Davska (Sweden), 
  6642: geoleivas (Greece), 
  6643: Hikkespett (Norway), 
  6644: IVARfree (Russia), 
  6645: hulk~2s3s (Greece), 
  6646: SOLOMON1707 (Ukraine), 
  6647: Grohenfegel (Ukraine), 
  6648: Zoe_al (Greece), 
  6649: BUS_929 (Russia), 
  6650: Djonsnous [2] (Belarus), 
  6651: executioner2000 (Bulgaria), 
  6652: ZacapaXO17 (Ukraine), 
  6653: DANEE P666 (Romania), 
  6654: markus527 (Russia), 
  6655: Zginge666 (United Kingdom), 
  6656: threefold22 (United Kingdom), 
  6657: Gerilla1978 (Hungary), 
  6658: yoshman30 (Canada), 
  6659: toms667 (Canada), 
  6660: alfa6987 (United Kingdom), 
  6661: jokkk799 (Croatia), 
  6662: cetsma (Belarus), 
  6663: korolev_cska (Russia), 
  6664: Dmitriu515 (Russia), 
  6665: 25kiLLed (Slovenia), 
  6666: ValikLapei (Belarus), 
  6667: joeybm106 (Canada), 
  6668: PeppeSwe (Sweden), 
  6669: Ro6888 (United Kingdom), 
  6670: AdamFlorin25 (Romania), 
  6671: nafta55 (Romania), 
  6672: WeWe8899 (Germany), 
  6673: 9_TeMo_6 (Russia), 
  6674: algenalex89 (Germany), 
  6675: Wenerson M (Brazil), 
  6676: MrMaloy&Dig (Russia), 
  6677: Jimbo130115 (Germany), 
  6678: jhonathanm8 (Brazil), 
  6679: ShivaF9 (Ecuador), 
  6680: kose1968 (Austria), 
  6681: Leptin (Germany), 
  6682: Nail0507 (Germany), 
  6683: Mudakludo (Russia), 
  6684: BalanceLimit (Russia), 
  6685: 77LENA77 (Canada), 
  6686: letty2412 (United Kingdom), 
  6687: csbambi (Switzerland), 
  6688: Scooby9292 [2] (United Kingdom), 
  6689: MILTOS21G (Greece), 
  6690: Agressor1987i (Russia), 
  6691: IgOrEkch3 (Russia), 
  6692: o.mik7 (Brazil), 
  6693: rmkrol [2] (Hungary), 
  6694: karhy_23 (Russia), 
  6695: Emin810 (Russia), 
  6696: DaoD0thr0x (Poland), 
  6697: 22joker904 (United Kingdom), 
  6698: RasKar98 (Russia), 
  6699: gmorelo (Brazil), 
  6700: Dof40 (Greece), 
  6701: skzbort63 (Mexico), 
  6702: caljo6 (Denmark), 
  6703: sselected (Russia), 
  6704: fabrice dotr (Belgium), 
  6705: J4nniX1337 (Germany), 
  6706: Nicole.mhk [2] (Canada), 
  6707: bohumilspesk [3] (Hungary), 
  6708: staforkin111 (Russia), 
  6709: CideRamos [2] (Brazil), 
  6710: zira72 (Brazil), 
  6711: dimonstos (Germany), 
  6712: lukasdyy [2] (Germany), 
  6713: leon2022 (Russia), 
  6714: Olika1122 (Hungary), 
  6715: Boon-eye-Styx (United Kingdom), 
  6716: xPAULOCÉSARx (Peru), 
  6717: 3BetAllTime (Romania), 
  6718: GILKI (Canada), 
  6719: Fan Fan070 (Russia), 
  6720: Camsiktas1994 (United Kingdom), 
  6721: KinacwbA (Brazil), 
  6722: nonicka (Czech Republic), 
  6723: rcteodosio (Brazil), 
  6724: JaguarE-Type [2] (Germany), 
  6725: tzos7 [2] (Greece), 
  6726: regionlis116 (Russia), 
  6727: mersedes003 [2] (Russia), 
  6728: Jack'Olufemi (Brazil), 
  6729: 420zoober420 [2] (Canada), 
  6730: Hiddnn (Bulgaria), 
  6731: nicci-lynn88 (Canada), 
  6732: Buba1eh (Russia), 
  6733: bonaparte534 (Romania), 
  6734: AleksVav83 (Russia), 
  6735: ESlacrosse222 (Canada), 
  6736: neto camisa9 (Brazil), 
  6737: albamou (Greece), 
  6738: pokeris555 (Lithuania), 
  6739: NOmadich (Kyrgyzstan), 
  6740: LexaShtondin (Russia), 
  6741: reivax19 (Belgium), 
  6742: A.N.S.16.09. (Russia), 
  6743: bonjo7777 [2] (Montenegro), 
  6744: davlet 33 (Russia), 
  6745: Avramenko333 (Ukraine), 
  6746: rycius76 (Ireland), 
  6747: TriksterM (Brazil), 
  6748: falti7 (United Kingdom), 
  6749: stenglod (Ukraine), 
  6750: LordBänder (Germany), 
  6751: marcinkrakow (Poland), 
  6752: sendycz (Czech Republic), 
  6753: edgeyvinnie (United Kingdom), 
  6754: Iefenos (Brazil), 
  6755: Charky92 (Bulgaria), 
  6756: belkAA3414 (Ukraine), 
  6757: jamesconn1 (United Kingdom), 
  6758: Nossarthur (Brazil), 
  6759: WinPok99 (Lithuania), 
  6760: foolsace [2] (Canada), 
  6761: schoko2k7 (Germany), 
  6762: Art090 (Russia), 
  6763: facki.77 (Brazil), 
  6764: dr.Evil300 (Russia), 
  6765: 85fredi (Russia), 
  6766: Jaro_TS (Poland), 
  6767: Mikel226 (Russia), 
  6768: olddrum71kg (Germany), 
  6769: xDenVx (Russia), 
  6770: chess1975 (Czech Republic), 
  6771: Ebelinda (Germany), 
  6772: slon0433 (Ukraine), 
  6773: Hakson15 (Bulgaria), 
  6774: Heisenberg42O (Germany), 
  6775: xaris112292 (Greece), 
  6776: ManOfSteelGG (Argentina), 
  6777: GovoritJesus (Ukraine), 
  6778: Maktub 41 (Russia), 
  6779: hallo poke (Germany), 
  6780: Simba0069 [2] (Canada), 
  6781: BarbariBest (Ukraine), 
  6782: Vitalie P. 1 (Moldova), 
  6783: ridgevale (Canada), 
  6784: steven7543 (Belgium), 
  6785: arsenov411 (Bulgaria), 
  6786: FrostyNutSak [2] (Canada), 
  6787: Smookey.Guns.89 (Sweden), 
  6788: Nelitisima (Chile), 
  6789: ravenbyrne (United Kingdom), 
  6790: N9torious [2] (Lithuania), 
  6791: medyza111 (Ukraine), 
  6792: incjr (Brazil), 
  6793: TOUMBALIBRE (Germany), 
  6794: mas7era649 (Bulgaria), 
  6795: totoriina107 (Romania), 
  6796: SGE forev755 (Germany), 
  6797: jenzen55 (Belgium), 
  6798: Spiderlili77 [2] (Switzerland), 
  6799: eliane1986 (Canada), 
  6800: gambler20211 (Canada), 
  6801: Meizy7 (Germany), 
  6802: tkbeast7777 (United Kingdom), 
  6803: ferkovsk (Brazil), 
  6804: Maratson (Kazakhstan), 
  6805: Hooka Fett (Sweden), 
  6806: golambu1974 [2] (Romania), 
  6807: olarito770 (Latvia), 
  6808: FlyingBerliner (Austria), 
  6809: laww_gui [2] (Brazil), 
  6810: HARDROCKPUNK (Germany), 
  6811: boshdan [2] (Canada), 
  6812: BinionBen (Canada), 
  6813: skippy5001 [2] (Canada), 
  6814: CsigAti (Hungary), 
  6815: giakousk (Greece), 
  6816: Tandem08 (Ukraine), 
  6817: BalintPSS (Slovakia), 
  6818: Merciful 111 (Bulgaria), 
  6819: crs91crs [2] (Germany), 
  6820: danish_bacon07 (United Kingdom), 
  6821: VieVerte (Romania), 
  6822: Monstrson (Russia), 
  6823: Matheusxcatx (Brazil), 
  6824: giiish (Austria), 
  6825: Summerrain21 [2] (Russia), 
  6826: Kriyaa (Germany), 
  6827: Tünn63 [2] (Germany), 
  6828: zaza1023 (Sweden), 
  6829: mdbeard (Mexico), 
  6830: northstre880 (United Kingdom), 
  6831: Xtop1000 (Sweden), 
  6832: S.Pionerov (Russia), 
  6833: Rekelukt1 [2] (Norway), 
  6834: Leviathan914 (Germany), 
  6835: 777-ZIDAN-777 (Russia), 
  6836: niedzwiedzica (Poland), 
  6837: frank adh (Canada), 
  6838: pate235 (Germany), 
  6839: khbauyrzhan1 (Kazakhstan), 
  6840: JonathanBerg (Canada), 
  6841: Bursar777 (Russia), 
  6842: NNZ77 [2] (Germany), 
  6843: Alexut1337 (Romania), 
  6844: kofiyakubu (Austria), 
  6845: brescinha (Brazil), 
  6846: terri1916 [2] (Ireland), 
  6847: TheMamona (Mongolia), 
  6848: bantoandrei (Romania), 
  6849: Imavere (Estonia), 
  6850: Ferminho10 (Germany), 
  6851: GlissPoker (Romania), 
  6852: dilligaf312 (United Kingdom), 
  6853: ZaminLee (Brazil), 
  6854: idajetlala19 (Greece), 
  6855: Viallys11re [2] (Germany), 
  6856: mdms12 (Belgium), 
  6857: eugen0000 (Germany), 
  6858: besik666461 (Russia), 
  6859: Shulyak AA (Belarus), 
  6860: IsMyDr3am95 (United Kingdom), 
  6861: Polana Naum (Russia), 
  6862: fauSt.2020 (Russia), 
  6863: Mr.Clon1980 [3] (Russia), 
  6864: elPanDeJoo (Latvia), 
  6865: Ivan7140 (Belgium), 
  6866: JakePartin (United Kingdom), 
  6867: BILY DJHOW [3] (Brazil), 
  6868: Tava.889 (Germany), 
  6869: nandinnnnnnn (Brazil), 
  6870: crazyballs86 [2] (United Kingdom), 
  6871: Nominbmde (Mongolia), 
  6872: FaKiNgPiNg (Russia), 
  6873: bluejack777 (Canada), 
  6874: calogero0709 (Belgium), 
  6875: STEEL155 (Russia), 
  6876: Macean (Russia), 
  6877: Luckmart12 (Argentina), 
  6878: sergio192777 (Ukraine), 
  6879: DiMastodon (Brazil), 
  6880: Quanto90 (Ukraine), 
  6881: Real JeweI (Ukraine), 
  6882: AdautosantosMN (Brazil), 
  6883: GeorgeDark17 (Greece), 
  6884: leonidych7 (Belarus), 
  6885: jlaud1983 (United Kingdom), 
  6886: tope149 (Germany), 
  6887: valik220592 (Russia), 
  6888: HotieMcHotface (Ireland), 
  6889: yashar2503 (Brazil), 
  6890: Van_kykaN (Russia), 
  6891: JoeWhitall (Canada), 
  6892: Maloy_Artur (Russia), 
  6893: pesiph298 (Iceland), 
  6894: Nicole.mhk (Canada), 
  6895: lilphilvert [2] (Greece), 
  6896: AlexNorsk [2] (Norway), 
  6897: MoroccoRocks (Morocco), 
  6898: vinizuxo (Brazil), 
  6899: Andreika7 (Russia), 
  6900: litlle_zhuk (Russia), 
  6901: airPetrosGla (Greece), 
  6902: 1234pitta (Slovakia), 
  6903: proplayeuse (Belgium), 
  6904: ArtalSerG [2] (Ukraine), 
  6905: Kapo511 (Kazakhstan), 
  6906: blaxz11 (Austria), 
  6907: Jokerstar504 (Belgium), 
  6908: zujo123 (Croatia), 
  6909: Stunt2808 (Germany), 
  6910: EmSeaEyess (Canada), 
  6911: bertuzzy186 (Canada), 
  6912: bubbletealuvS2 (Canada), 
  6913: G0tSC00ped? (Canada), 
  6914: PakoFinger [2] (Slovenia), 
  6915: brodins1996 (Latvia), 
  6916: michy-much [2] (Germany), 
  6917: AnvarMag9604 (Russia), 
  6918: tzamousis21 (Greece), 
  6919: Redyaks5_5 (United Kingdom), 
  6920: DoomAE (Czech Republic), 
  6921: Svenwatt8 (Czech Republic), 
  6922: NOSHEN [2] (Russia), 
  6923: Spice_est (Belarus), 
  6924: boshdan (Canada), 
  6925: Jurj86 [2] (Russia), 
  6926: SKIA.13 (Greece), 
  6927: Betterhalf669 (Canada), 
  6928: schutzeng456 (Germany), 
  6929: tarnished8 (Russia), 
  6930: lukass8383 (Slovakia), 
  6931: leonid2308 (Ukraine), 
  6932: Emile1904 [2] (Germany), 
  6933: GuCiO 23 (Poland), 
  6934: SL6688 (Austria), 
  6935: n1k_JJ (Germany), 
  6936: dannypotts53 (United Kingdom), 
  6937: Havocality [2] (Czech Republic), 
  6938: Kule167 (Croatia), 
  6939: jura677 (Ukraine), 
  6940: ju_spfc [2] (Brazil), 
  6941: fox004 (United Kingdom), 
  6942: Sacan1984 [3] (Belgium), 
  6943: rolandas0703 [2] (United Kingdom), 
  6944: gazmanov65 [2] (Russia), 
  6945: copycat0101 (United Kingdom), 
  6946: Telega99 (Russia), 
  6947: top4eto860 (Bulgaria), 
  6948: boltonlafa [2] (Brazil), 
  6949: 4x/o (Ukraine), 
  6950: RookieDoc (Germany), 
  6951: pitbul22 [2] (Canada), 
  6952: Krasniy01 (Russia), 
  6953: ehz.pro [2] (Russia), 
  6954: Stefania264 (Romania), 
  6955: mikejaen (Mexico), 
  6956: DiegoMak015 (Brazil), 
  6957: CoronaPokerHH (Germany), 
  6958: V12DnD (Romania), 
  6959: rmkrol (Hungary), 
  6960: 3027302 (Belarus), 
  6961: vinylvern7 (Canada), 
  6962: DemExtreme (Russia), 
  6963: ThatDudeHak (United Kingdom), 
  6964: Hertza3 (United Kingdom), 
  6965: pedrohfr17 (Brazil), 
  6966: Pmassing [2] (Brazil), 
  6967: giusmasc (Canada), 
  6968: Dingo997 (Germany), 
  6969: GullyBird19 (Canada), 
  6970: Nord0379 (Russia), 
  6971: XXXXBoRoDaXXXX (United Kingdom), 
  6972: Efiuza701 [2] (Brazil), 
  6973: NEDEC1971 (Romania), 
  6974: ArturWutangC (Ukraine), 
  6975: Tare1428 (Germany), 
  6976: mrsaz455 (Russia), 
  6977: marini70 (Romania), 
  6978: N9torious (Lithuania), 
  6979: candrekoma (Ukraine), 
  6980: Catbui1973 (Finland), 
  6981: Gleb264 (Russia), 
  6982: Chris_Leddy (Ireland), 
  6983: Mattedi001 (Brazil), 
  6984: danileo007 (Brazil), 
  6985: jarlenwgt [2] (Brazil), 
  6986: RizzleRAAKKs [3] (Canada), 
  6987: wunder774 (Austria), 
  6988: jerry2128 [2] (United Kingdom), 
  6989: Polakito949 (Argentina), 
  6990: besua444 (Ukraine), 
  6991: FrostyNutSak (Canada), 
  6992: LoveRIKS (Ukraine), 
  6993: 123TheDon321 [2] (United Kingdom), 
  6994: TomDiGo [2] (Russia), 
  6995: MrEntsMan (United Kingdom), 
  6996: barnabee (Hungary), 
  6997: Mamukerie (Canada), 
  6998: whooooobaby! (Canada), 
  6999: paschalisbg (Greece), 
  7000: tisiemanym (Canada), 
  7001: VitaliiSVST (Ukraine), 
  7002: ehretdasbrot [3] (Germany), 
  7003: 2k3mach1 [2] (Canada), 
  7004: boria174 [2] (Russia), 
  7005: Bars193 (Russia), 
  7006: effe1123 (Sweden), 
  7007: Skatpit66 (Germany), 
  7008: vogon25 (Ukraine), 
  7009: popos99 (Russia), 
  7010: babyel1sa (Romania), 
  7011: Voa Nando (Brazil), 
  7012: poseidon410 (Ukraine), 
  7013: woro150 (Poland), 
  7014: soldat77793 (Latvia), 
  7015: Pufyk18$ (United Kingdom), 
  7016: rozarina16 (Sweden), 
  7017: pirozhkovchik (Ukraine), 
  7018: k0lic1994 (Greece), 
  7019: WELSHWALES (Brazil), 
  7020: RmDa II (Slovenia), 
  7021: Max_murfie (Ireland), 
  7022: tsw king (Germany), 
  7023: ZakBilz (Finland), 
  7024: marci0707 [2] (Poland), 
  7025: KOJIa6c (Russia), 
  7026: jankisltv (Lithuania), 
  7027: maco1802 (Germany), 
  7028: 3ayac87 (Russia), 
  7029: bvb_tesla (Germany), 
  7030: pavlenko den (Belarus), 
  7031: kammlonen (Denmark), 
  7032: COMANDOR1234 (Russia), 
  7033: PKRPRO17 (Canada), 
  7034: B1lackGold (Russia), 
  7035: KK@rm@AA (Brazil), 
  7036: PIKoVets (Russia), 
  7037: Alan Zordan (Brazil), 
  7038: pirou 96 (Belgium), 
  7039: realmoke (Belgium), 
  7040: arnie238 (United Kingdom), 
  7041: Pinheiro2013 (Brazil), 
  7042: Sarik90 (Russia), 
  7043: lokhssyemA5s (Morocco), 
  7044: mariaolip (Brazil), 
  7045: DRAKO115 (Saint Lucia), 
  7046: istyazatel (Russia), 
  7047: aka-fexx (Russia), 
  7048: ocopoco57 [2] (Slovakia), 
  7049: Gordybhoy33 (United Kingdom), 
  7050: Djonsnous (Belarus), 
  7051: Welexion124 (Germany), 
  7052: Jcastro18 (Costa Rica), 
  7053: paulamars (Brazil), 
  7054: Melobeat (United Kingdom), 
  7055: Johnyman_78 (Russia), 
  7056: asu1robert (Romania), 
  7057: Delpiero3999 (Russia), 
  7058: $$$$$10289 [2] (Russia), 
  7059: cdruh2112 (United Kingdom), 
  7060: Blade610 (Norway), 
  7061: iras68 (Poland), 
  7062: Gorec1011962 (Ukraine), 
  7063: nex21124 (Russia), 
  7064: juz003 (Lithuania), 
  7065: PapaDrakula (Kazakhstan), 
  7066: capodaddy (Canada), 
  7067: oliveira58 (Brazil), 
  7068: Philou77694 (Germany), 
